examId,content,options,imagePath,answer
120,在公用電腦登入社群網站時，下列應注意事項何者有誤？,"['確認電腦沒有在執行奇怪的應用程式', '取消記憶帳號與密碼的功能', '將重要的資料檔案下載儲存在新的資料夾', '使用完畢後刪除網頁cookies', None]",,2
121,透過網路進行人肉搜索，可能會產生下列何種問題？,"['從網路上蒐集到的資料都是公開資訊，不會有問題', '隨意公開蒐集到的個人資料，可能會觸犯個人資料保護法', '人肉搜索的行為已經觸犯刑法', '網路搜尋不會留下任何紀錄，不可能會被追蹤到', None]",,1
122,一名少女在男友電腦中存有兩人親密影片，結果被P2P軟體散布到網路上。請問下列相關敘述何者「正確」？,"['分享猥褻影片將觸犯妨害風化罪。', '如果上傳的是自己影片，就不違法。', '張貼轉寄他人的猥褻影片，並不違法。', '會觸犯民法。', None]",,0
123,學生在課堂中完成的優良作文或繪畫作品，掃描並放置在網路上供大眾觀賞，是否受著作權法的規範？下列敘述何者「不正確」？,"['只要是作者個人的努力創作成果，均受到著作權法的保護', '在網路上供大眾欣賞學生作品時，應在作品旁標註作者名稱，保障其著作人格權', '學生因為是未成年人，故其著作並不受到著作權法的規範', '將學生的繪畫作品展示在學校走廊，也是屬於著作的利用行為，須遵守相關規範', None]",,2
124,透過網路拍賣自己已經使用過的盜版遊戲光碟片，請問這樣的行為是否合法？,"['因為是二手的，所以不會違法', '無論是否為二手商品，販售盜版光碟即是違法', '只是偶爾網拍家中不要物品，並非專職賣家，所以拍賣盜版光碟並無違法', '用假名在網拍平臺註冊並販售盜版光碟片，就不會有風險', None]",/Image/03030c7a-a653-4a31-99a7-295e9729b588.jpg,1
125,請問下列何種行為不屬於著作權「合理使用」的範圍？			,"['下載一篇雜誌文章到電腦中供自己閱讀', '蒐集網路上的照片檔案至「我的圖片」資料夾中，提供自己在閒暇之餘欣賞', '引用媒體新聞報導中的某一段文字到自己的部落格中，註明來源出處並加以評論', '從網路下載整張專輯非合法授權的MP3音樂檔案到電腦中，讓自己在家聆聽', None]",/Image/e41fae5d-8fca-4120-9305-6fb52bfe856e.jpg,3
126,從網路下載圖片，然後加上文字與其他圖案，製作成為海報，這樣是否會違反著作權？,"['因為做出來的海報已和原圖有很大差異，所以沒有著作權的問題', '因為網站圖片來源不清楚，無從找到原作者，所以沒有著作權問題', '如果沒有經過原作者的同意或授權，可能會侵害其著作權', '要是該圖片有創用CC授權，就可以使用在任何用途，沒有違法', None]",,2
127,如果有人告知我的部落格轉貼文章為侵犯著作權法時，我立刻將該轉貼文章從網站中移除，這樣仍有法律責任嗎？,"['因為轉貼文章已移除，沒有侵權事實，故無法律責任', '當轉貼文章在部落格時就已構成侵權行為，無論事後是否刪除，侵權事實仍然存在', '在部落格中補充說明該轉貼文章的出處後，就可以合法使用無侵權', '網路上到處都是轉貼文章，所以應該沒有法律問題，也不需要移除', None]",/Image/222d33ff-1bf5-4712-b584-5fdc72f47972.jpg,1
128,過去曾發生許多網友以超連結方式分享影音平臺上的電影，而遭電影代理商控告侵權，請問只是張貼影片的超連結也算違反著作權法嗎？,"['可能違反著作權法，因為影音平臺上的影片不一定都有合法授權，若該影片為盜版，而網友以超連結方式提供影音檔案，可能會成為違反著作權法的共犯', '只要不以營利為目的，只是分享超連結是不會違反著作權法的', '只要影音平臺是正派經營，在其平臺上分享的影片就表示有合法授權', '只是轉貼影片的超連結，沒有提供該影片檔案，就算明知該影片是盜版，也不會侵害著作權', None]",/Image/58228cb1-6753-4176-b9ed-877800b812b7.jpg,0
129,當我在網路上看到某張照片以創用CC授權時，代表我可以免費使用該照片於自己的網站嗎？,"['可免費使用，因為原作者用CC授權，表示其願意公開分享', '只要標示出處，就可以放心利用該照片', '當著作權人提出侵權抗議時，再把他人的照片移除就沒有法律責任', '須依著作人設定的授權條件利用照片，一旦超過授權範圍，也有可能需要付費', None]",,3
130,收到電子郵件裡有好的文章、圖片、照片、影片等，可否轉寄給其他人分享？,"['必須取得授權，避免將有他人著作的電子郵件大量轉寄他人，因為可能涉及著作的「公開傳輸」', '只要轉寄純粹只是希望和大家分享，並無任何營利行為，就沒有關係', '收到轉寄來的電子郵件，多已轉寄多次，且原始來源不可考，再次轉寄給他人沒有違法之虞', '轉寄電子郵件是很常見的行為，所有人都在做，所以一定是合法的行為', None]",,0
131,著作權法中所指的「著作」種類為何？,"['語言、音樂、戲劇、舞蹈、美術', '攝影、圖形、建築、電腦程式、衍生、編輯著作', '視聽、錄音、表演著作', '以上皆是', None]",,3
132,我國著作權法對著作的保護，係採什麼主義？,"['註冊保護主義', '創作保護主義', '交易保護主義', '傳輸保護主義', None]",,1
133,具有公開上映權的是屬於哪一種著作？,"['語文著作', '音樂或戲劇、舞蹈著作', '電腦程式', '視聽著作', None]",,3
134,下列哪一種電腦作業系統是自由軟體 (free software)？ ,"['Linux', 'Windows 2000', 'Windows XP', 'iOS', None]",,0
135,為確保社會公眾可享有著作權人的作品利用空間及內容，不過度膨脹著作權人權利，法律在什麼樣的範圍內，特別加以規範？,"['任意使用', '過度使用', '合理使用', '規定使用', None]",,2
136,智慧財產權保障了人們基於思想進行創作活動而產生的無形產物，下列何者屬於智慧財產權所保障的範圍？,"['作文', '金錢', '珠寶', '房地產', None]",,0
137,當我們在網路上引用下列哪一種資料時，需特別注意是否會侵犯他人的著作權？,"['考選部公布的國家考試題庫', '2008年8月《科技與人文學術期刊》內的文章', '全國法規資料庫網站內的條文', '創用cc的四個授權要素圖示', None]",,1
138,小文參加高中職網路海報大賽，如果小文利用老師建議她的新點子來設計這張海報，請問這張海報的著作權是歸誰享有？,"['歸老師享有，因為是老師的點子，著作權當然屬於老師，不可侵犯', '歸小文享有，因為著作權法是保護著作的表達，不保護觀念、構想，小文自行創作之海報，著作權屬於小文的', '歸老師和小文所共有，因為是老師出的點子，小文實際做出海報來', '都不屬於兩人，歸該所高中所擁有，因為老師與小文都是屬於這高中的師生', None]",,1
139,阿偉將大頭買來的單機版作業系統程式灌進自己和妹妹的電腦中，心想自己真聰明賺到，請問是真的嗎？,"['真的，因為灌入的程式是正版的就可以了', '真的，因為自己和妹妹都是為了學校作業使用，非營利目的', '不是的，因為單機版的作業系統程式，只限1臺機器使用，同時安裝在多臺電腦內，是侵權行為', '不是的，因為這個單機版的作業系統程式有可能是盜版的，所以會觸犯偷竊罪', None]",,2
140,網路上流傳的日文旅遊書，芳芳想將它翻譯成中文張貼在自己的部落格。請問芳芳是否需要取得著作權人的同意或授權？	,"['需要，因翻譯屬於改作原著作的行為，除非符合合理使用，否則要經過著作權人的同意或授權', '不需要，因為翻譯後的中文版即屬於芳芳個人的著作', '如果芳芳只是放在部落格供人瀏覽，不是要拿來賺錢，就一定屬於合理使用，不需取得同意', '不需要，因為芳芳是在幫原作者免費做中文宣傳，原作者不會讀寫中文著作，所以不需取得同意', None]",/Image/f5612bb2-c2b5-482d-9366-c687769f0ac9.jpg,0
141,當我們在使用網路素材或電腦軟體時，以下哪一個行為是「正確」的？,"['進行廣告文宣製作時，可以自由利用他人放在網路上的文學或藝術作品', '音樂網站上的流行歌曲屬於著作的一種，受著作權法的保護', '我想利用從網路下載的德國音樂進行編曲，不必徵求著作財產權人的同意', '合法軟體所有人可以自己使用正版軟體，同時將備用存檔軟體借給別人使用', None]",,1
142,以下何者是著作權法之目的？,"['為了賺取著作品的費用，讓作者能藉由此法律向他人提出告訴', '保障著作人著作權益，調和社會公共利益，促進國家文化發展', '警告他人不可盜用原作，配合罰款跟刑法，極力提出處罰要則', '讓大眾共同來揪出盜版者，並訂立獎勵舉發制度，供大眾檢舉', None]",,1
143,依照著作權法，使用電腦和網路時，以下何者是正確的行為？,"['在別人的部落格上發現有趣的文章就直接把全文轉貼在自己的部落格', '購買正版 CD 後燒錄分享給親朋好友', '使用正版軟體', '下載盜版的音樂', None]",/Image/d1770edc-6141-4d9d-a5e9-b6ad8f9608d5.jpg,2
144,下列哪個行為是符合著作權法並符合道德的？,"['同一份論文同時投稿至兩個研討會，一個投上再撤掉另一個', '借用別人部落格中的文章，換上自己的名字刊登在自己部落格中', '在自己的部落格中加連結，連至別人的部落格', '研究論文中沒有註明引用文獻之出處', None]",,2
145,臺灣著作財產權的保護期間，原則上是著作人的生存期間，加上其死亡後幾年？,"['10年', '20年', '50年', '70年', None]",/Image/8f091004-ee31-4e9a-af5e-2eea389abf5f.jpg,2
146,智慧財產權保護人類精神智慧產物，賦與創作人得以專屬享有某些權利，其中包括哪些權利：,"['著作權', '專利權', '商標權', '以上皆是', None]",,3
147,著作人格權中「不包含」什麼權利？,"['公開口述權', '公開發表權', '姓名表示權', '禁止不當修改權', None]",,0
148,網路上的行為也受到智慧財產權的保護，以下哪一種權利不必到經濟部智慧財產局申請，就可享有？,"['專利權', '商標權', '著作權', '以上皆是', None]",,2
149,郝聰明15歲時在網路上寫了一篇文章，他在80歲的時候死亡，請問郝聰明這篇文章的著作財產權共存續了幾年？,"['50年', '65年', '80年', '115年 (80-15+50=115)', None]",,3
151,著作權法中對「重製權」的敘述，何者是「錯誤」的？,"['未經著作人同意，除非是合理使用，否則不得將他人著作加以重製', '老師為教學需要，將著作的一小部分給學生練習可算是合理重製', '轉寄 E-mail文章，不算是重製，所以並不會侵犯他人的著作權', '建築物也有著作權，但在知名建築前拍照留念可算是合理重製', None]",,2
152,拷貝正版電腦軟體會觸犯著作權法，以下何者「不是」著作權法的罰則？,"['以重製於光碟侵害他人之著作財產權者，處六月以上五年以下有期徒刑', '意圖銷售或出租而擅自以重製之方法侵害他人之著作財產權，處六月以上五年以下有期徒刑', '侵害著作人格權，處以吊銷身分證，並處以一年以上三年以下有期徒刑', '侵害公開口述權、公開播送權，處以三年以下有期徒刑', None]",,2
153,在日常生活中經常會出現複製影像或文字的行為，下列哪一個屬於合理使用的狀況？,"['為了留作紀念，觀光客到臺北101大樓前拍攝照片', '為了進行司法訴訟程序而重製著作', '中央機關、地方機關、各級學校或教育機構辦理各類考試而重製著作成為試題', '以上皆是', None]",,3
154,很多民眾經常使用 P2P 軟體下載影音檔案，請問下列有關 P2P 軟體的使用安全，何者「錯誤」？,"['有個人資料外洩的風險', '下載或分享檔案資料，不會有侵權行為', '所下載的程式可能含有病毒', '透過P2P下載的影音檔案來源不明，可能違法', None]",,1
155,在個人部落格上撰寫文章，如果要引用別人的資料，應該如何處理？,"['大量一字不漏的複製文字', '複製後可微幅修改', '徵求原作者的同意', '儘量修改，不要與原資料相同', None]",,2
156,個人電腦應該如何安裝所需的軟體？,"['到學校複製校園授權版', '安裝正版的授權軟體', '請親朋好友從公司複製一份', '幾位同學共同買一份，再複製供大家使用', None]",,1
159,請問在自己的部落格上播放音樂，會不會違反著作權法？		,"['只要不提供下載就絕對不會違法', '絕對不會違法，因為透過部落格的播放，可以幫唱片公司免費宣傳', '如果播放的是有著作權的音樂，且沒有取得著作權人授權就有可能違法', '只要不播放完整歌曲就絕對沒有違法的問題', None]",/Image/0bd02d8c-a869-48b8-bae2-de12628a8ee8.jpg,2
160,臺北市某廣告公司被查獲涉嫌侵害軟體著作權。請問有關公司的軟體使用，下列何者「錯誤」？,"['每個部門購買一份正版軟體與授權，再自行拷貝安裝', '使用非法軟體，公司負責人與員工皆有刑責問題', '購買軟體時，應注意通路的可信度，避免買到盜版', '買6套合法軟體版權安裝在部門的10臺電腦中，是違法的', None]",,0
161,調查顯示，臺灣有9成以上民眾不知道自己買到的軟體是否為盜版。針對軟體版權問題，下列敘述何者「正確」？,"['在家裡或學校宿舍使用盜版軟體並不違法', '盜版軟體可能暗藏病毒或木馬', '購買一份正版軟體後，可以不斷拷貝給親友使用', '下載網路上的破解版軟體是合法的', None]",,1
162,從國外的網站上看到的攝影作品，可以直接下載放在自己的網站上嗎？,"['可以，因為我國的著作權法只保護本國人的作品', '不可以，無論國籍都應尊重他人的智慧財產權', '可以，因為國外不易查到臺灣的網站', '可以，因為放在網路上的攝影作品就是公開的', None]",,1
163,寫論文報告時應如何利用他人的論文或文章，才算是合理引用且不違反著作權法？,"['因為論文是學術非營利用途，所以可以大量引用他人的作品', '不引用原文超過一半的內容，應該沒有問題', '少量引用且註明出處', '不可以引用他人的論述在論文中', None]",,2
164,自己的網站上提供其他網站的網址超連結是否有侵害著作權？,"['原則上沒有違法，因為沒有轉載原文內容', '若所提供的超連結頁面中包含違法著作權的內容，則可能有違法之虞', 'A和B均正確', '就算只是提供超連結也是違反著作權法', None]",,2
165,工讀生聽從公司主管的指示販賣盜版軟體，主管或工讀生哪一個有法律責任？,"['主管', '工讀生', '兩者皆有責任', '兩者皆沒有責任', None]",,2
166,聽了一場精彩的演講後，將演講內容錄音轉為文字並張貼在自己的部落格上，請問這篇文章的著作權屬於誰？,"['演講者', '部落格作者', '演講者與部落格作者共享', '屬於部落格網站', None]",,0
167,奇克喜歡在社群網站和朋友互傳訊息，分享生活點滴，請問下列哪一項行為「不會」觸法？,"['發布未經過作者同意的文章', '上傳自己載歌載舞的影片', '分享好聽音樂的下載連結', '私訊傳送有裸露、煽情的圖片', None]",,1
168,創用CC (Creative Commons)的表現型態有哪幾種？,"['授權標章', '數位標籤', '法律條款', '以上皆是', None]",,3
170,我國著作權的主管機關為何？,"['內政部', '經濟部', '教育部', '交通部', None]",,1
171,有沒有違反著作權的合理使用範圍要如何判斷？,"['由唱片公司的老闆來判斷', '由唱片行的店員來判斷', '由法官依照當事人的描述和證據來判斷', '由著作權擁有者來判斷', None]",,2
172,從網路下載與安裝網友破解的套裝軟體，將可能會違反我國哪一法令？,"['個人資料保護法', '智慧財產權法', '著作權法', '消費者保護法', None]",,2
173,網路上有許多免費提供下載的軟體，下載前應注意那些事項？請選出「錯誤」的答案。		,"['不在來路不明的網站下載任何軟體', '既然是免費的，先下載用看看再說', '確認是否有暗藏惡意程式', '確認是否為盜版軟體', None]",,1
174,使用套裝軟體時，上網下載序號產生器可能造成的風險「不包含」下列何項？,"['電腦系統遭植入後門程式，導致檔案外洩', '電腦螢幕和鍵盤等硬體受到毀損', '電腦存取功能遭綁架軟體限制，須另外付費解除', '侵害智慧財產權，遭受相關權利者提告', None]",,1
175,密碼設定的複雜度越高，被暴力破解的機率越低，請問下列何者「不能」有效提升密碼複雜度？,"['英文大小寫混雜使用', '使用數字與特殊符號', '增加密碼長度', '使用單字詞彙', None]",,3
176,使用USB隨身碟傳遞檔案資料時，下列何種做法無法避免惡意程式的感染與擴散？,"['停用自動執行功能，避免電腦自動啟動惡意程式', '重要的檔案要加密儲存', '將隨身碟的存取權限設定為唯讀，以避免惡意程式寄生', '定期進行防毒軟體掃描，以偵測惡意程式', None]",,1
177,下列有關於防範惡意程式入侵的保護措施，何者「不正確」？,"['避免開啟來路不明的電子郵件', '避免更新作業系統', '不下載安裝來路不明的App', '安裝防毒軟體並定期更新病毒碼', None]",/Image/edf537e4-17c0-473f-9907-3d037389eecb.jpg,1
178,下列有關於防範網路釣魚電子郵件的做法，何者「不正確」？		,"['公務與私人電子郵件信箱分開使用，避免因私害公', '開啟電子郵件前可先確認寄件者與其帳號是否相符', '避免開啟疑似廣告或標題標示不清之郵件', '被系統判定為垃圾郵件的郵件，應全數直接清除', None]",,3
179,美國專家研究近3萬件帳號被盜的案例，發現案發主因在於設定過於簡單的密碼。請問下列哪個密碼設定較為安全？,"['9999999999', 'qwerasdf', 'password', 't03U4z8jCo4', None]",,3
180,知名社群網站推特 (Twitter) 因為一名員工的 E-mail密碼設定太簡單，遭駭客破解入侵，並偷取公司文件。所以，我們應該如何設定密碼以策安全？,"['使用長度8個字元以上的英文單字', '使用長度6個字元的數字', '使用大小寫英文加數字混合，且長度超過8位', '使用鍵盤上位置連續的字母，例如ASDFGHJK', None]",,2
181,市面上許多保護系統的軟體大多是著重資訊安全四個防護類型中的哪一類？,"['防毒', '防災', '防竊', '以上皆非', None]",,0
182,下列何者「並非」病毒的特性之一？,"['複製性。', '主動傳播性。', '隱藏性。', '無限再生性。', None]",,3
183,資訊安全的四種防護類型不包含下列何者？,"['防搶', '防毒', '防駭', '防災', None]",,0
184,資訊人員呼籲，購買新電腦時應加裝防毒軟體，下列關於防毒的說明何者有「誤」？,"['病毒初期發展的目的是為了保護智慧結晶', '隨著網路普及病毒開始被惡意製造及利用', '病毒本身不可能會對系統資料造成傷害', '防毒程式可以幫助使用者抵禦病毒', None]",,2
185,美國出現電腦駭客利用提款機盜領了900萬美元，下列關於防駭的說明何者有「誤」？,"['駭客可能會入侵你的電腦竊取資料', '駭客可能把你的電腦偷走', '駭客可能會破壞你的電腦系統', '駭客可能會更改你電腦中的資料', None]",,1
186,電腦中的機密資料皆必須進行妥善的保存以防失竊，下列關於防竊的敘述何者有「誤」？,"['過去企業常會拔除硬碟以免員工竊取資料', '只要電腦在家就絕不會有資料被竊取的情況', '由於科技的進步，現在駭客已能透過網路來竊取資料', '防竊與防毒、防駭之間的關係密不可分', None]",,1
187,購買新電腦時必須安裝防火牆和防毒軟體來保障電腦安全，以下關於使用防火牆和防毒軟體的認知何者是「正確」的？,"['防火牆可以完全阻隔所有非法入侵或攻擊', '收發電子郵件可經由防毒軟體來掃描，以確認郵件是否安全', '防火牆與防毒軟體並不能控管電腦的使用情況', '只要安裝了防火牆與防毒軟體，就不會有資訊安全漏洞', None]",,1
188,電腦使用手冊中往往標明「電腦應安裝防火牆」，關於防火牆功能的敘述何者有「誤」？,"['防火牆可以管控個人電腦與外界的連線狀況', '防火牆是個人電腦與網際網路連線中間的一道防衛機制', '防火牆可以幫助我們杜絕來自外界的非法入侵', '防火牆可以防止電腦因為硬體過熱而引起的火災', None]",,3
189,防毒軟體是電腦必備的設備，以下關於防毒軟體功能的敘述何者「正確」？,"['防毒軟體主要是透過病毒資料庫來檢查電腦中是否有病毒存在', '一般電腦的收信動作可以透過防毒軟體來做安全掃描，發信不可以', '防毒軟體可以防範世界上所有出現的病毒', '防毒軟體不須常常更新病毒碼才能保持其較佳的功能性', None]",,0
190,關於資訊安全防護措施的良好習慣，下列敘述何者「錯誤」？,"['只要常更新系統漏洞，就絕對不會有資安問題', '要定期掃描病毒，才會有效果', '不要任意下載不明檔案，以免中毒', '不要任意安裝不明的軟體，以免中毒', None]",,0
191,如果發現自己的電腦中毒或資料遭竊，關於後續補救措施的認知，下列敘述何者「錯誤」？,"['發現中毒時，應立即切斷網路，避免更多病毒侵入，或是攻擊網路上的其他伺服器', '資料不屬於實體的財物，因此資料被竊時，警察無法幫忙處理', '個人電腦的資料遭竊時，若是經由網路竊取，可請求專家追尋偷竊者的來源', '系統被駭或資料被竊時，要記得聯絡所有可能受到影響的個人或單位，使損害降到最低', None]",,1
192,作業系統大廠過去曾發布紅色警戒，並建議民眾做好啟用防火牆等安全措施。請問我們應該如何正確使用防火牆？,"['防火牆買來直接裝上使用即可', '應瞭解防火牆的各項功能，或請瞭解防火牆的人來設定', '為了方便，將防火牆所有通道打開', '防火牆只要安裝後就可永遠發揮功效，不必花時間更新', None]",,1
193,微軟公司發布緊急更新消息，若您的電腦有安裝微軟的產品，請問應如何處理？,"['不理會，因為我的電腦沒有重要的資料', '不需要任何處理，我的電腦只用來上網，不架設網站', '檢查是否已更新修補', '只要能夠正常使用就好，不用在意該訊息', None]",,2
194,有駭客利用 Excel 軟體的安全漏洞進行攻擊，若您的電腦裝有 Excel，請問應該如何處理？,"['只要有更新防毒軟體就可以，所以不需做任何處理', '立刻更新 Excel 軟體', '因 Excel 功能看似正常，所以不需做任何處理', '不要開啟 Excel 程式就好', None]",,1
195,美國太空站上曾發生筆記型電腦中毒事件，所幸並未釀成大禍。請問有關筆記型電腦的使用安全，下列敘述何者「錯誤」？,"['筆記型電腦為個人專用的電腦，可以不用設定登入帳號與密碼', '筆記型電腦也必須安裝防毒軟體、防火牆，並更新修補程式', '使用筆記型電腦時，不可任意連上未加密的不明無線網路', '筆記型電腦可設定硬碟密碼，避免內存資料外洩', None]",,0
196,請問有關筆記型電腦的使用安全，下列敘述何者「正確」？,"['筆記型電腦與桌上型電腦一樣，必須安裝防毒軟體、防火牆，並更新修補程式', '筆記型電腦通常屬個人專用，所以不需設定登入帳號與密碼', '筆記型電腦以方便為最優先考量，安全要求可較低', '筆記型電腦的安全性極高，因此不需進行資料備份', None]",,0
197,國內曾發生業者因為資料庫毀損且沒有備份，導致鉅額損失的事件。請問我們平時應如何做好資料備份？,"['定期執行資料備份，例如每個月執行一次', '將所有資料備份在同一個硬碟中', '想到時再備份一下', '硬碟很貴，沒事不要備份', None]",,0
198,請問一般員工應如何管理自己電腦內的重要資料？,"['不需要特別作控管', '這是資訊人員的事情，一般員工不需注意', '重要資料應採備份措施', '將所有資料備份在同一個硬碟中', None]",,2
199,平常進行電腦檔案備份時，下列哪一種是「錯誤」的做法？,"['將資料複製至外接式硬體', '將資料複製在同一顆硬碟的另外一個資料夾', '將資料燒錄至光碟', '將資料上傳至網路空間', None]",,1
200,法國海軍疑似因內部人員將含有病毒的隨身碟插入電腦，導致整個內部網路系統遭感染。請問下列相關預防措施，何者「錯誤」？,"['取消電腦的隨身碟自動執行設定', '使用隨身碟前，先進行掃毒作業', '購買隨身碟時，挑選有防寫開關的功能', '可以和親朋好友交換使用隨身碟', None]",,3
201,一名英國民眾撿到存有政府機密資料的隨身碟，可藉此查到上千萬英國民眾的重要個資。請問下列相關防範措施，何者「錯誤」？,"['隨身碟中的重要資料，應進行加密', '隨身碟可能遺失或遭竊，但不會有中毒的問題', '公司行號可視其需求，禁止員工使用隨身碟', '可將重要資料進行多重備份', None]",,1
205,研究發現，美國中小企業的電腦中毒時，平均得花2.5天才能修復，影響公司生產力。請問企業員工應如何為公司的電腦安全盡一份心力？,"['不要隨意安裝從網路下載的不明工具程式', '應注意電子郵件或隨身碟是否有惡意程式', '應小心防範透過社交網絡對我們進行攻擊的電子郵件', '以上皆是', None]",,3
206,臺北市曾經成為殭屍電腦全球最「駭」城市 ，所以我們平常應該做好哪一項防護措施？,"['不隨意下載並安裝軟體', '安裝防毒軟體與防火牆', '不點選來路不明的網址', '以上皆是', None]",,3
207,一名研究生儲存論文的筆記型電腦遭竊，突顯資料備份的重要性。以下哪一種資料備份的做法是「不正確」的？		,"['將資料複製到USB隨身碟', '將資料複製到外接式硬碟', '將資料燒錄到光碟', '將資料複製到電腦的其他磁碟區，例如C槽存到D槽', None]",/Image/4a3ef66a-5822-403f-b8c4-6e62e1b71d49.jpg,3
209,我國幾個知名的大型網站曾遭到轉址攻擊，一旦民眾連到這些網站就會被轉到中國大陸的行銷廣告網站。請問下列哪個處理方式「不正確」？,"['安裝防毒軟體以監控不正常的轉址行為', '當發覺有不正常的網站轉址時，應立刻關閉瀏覽器，並通知該網站服務人員', '點選轉址過去的網頁內容，看看會發生什麼事', '馬上警覺到這有可能是詐騙手法', None]",,2
210,國外研究指出，企業平均要花費近五萬美元來處理筆記型電腦的失竊案件。請問下列有關企業保護筆記型電腦的描述，何者「正確」？,"['筆記型電腦應該比照公司的桌上型電腦，設定嚴謹的防護措施', '公用筆記型電腦可設定開機還原程式，以防範中毒威脅', '公用筆記型電腦不要存放重要資料', '以上皆是', None]",,3
211,國內曾發生國軍筆記型電腦及其內含的機密資料遭竊事件。對於相關的防護措施，下列敘述何者「正確」？,"['筆記型電腦的重要資料應適當加密保護', '筆記型電腦應儘量貼身保管，不要讓宵小有覬覦的機會', '筆記型電腦的資料可改存至外接式儲存設備，並嚴謹保管', '以上皆是', None]",,3
213,刑事局指出，電腦一旦被植入木馬程式後，攻擊者便可遠端下載、刪除或列印受攻擊電腦中的資料。請問下列何者「不是」安全的電腦使用行為？,"['關閉作業系統的防火牆，以減少系統漏洞', '安裝防毒軟體並定期更新病毒碼', '設定複雜且安全的電腦密碼', '不隨意下載不明程式', None]",,0
214,過去曾有統計發現，臺灣7成合法網站有毒，一旦民眾沒做好防護就瀏覽這些網站，可能個資全都露。對於相關的安全防護，請問下列何者「錯誤」？,"['安裝防火牆可避免外部入侵', '不用電腦時，也維持開機與網路連線', '重要資料可以進行加密', '安裝防毒軟體並經常更新', None]",,1
